# First Pass Simulation (Up to date)
# 1833 data points written for 54 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (lb),Propellant mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (K),Air pressure (psi),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
3.8412,970,478.5,3.1309,479.97,3.1567,56.695,0.0050795,56.695,0.0051333,37.478,0.40271,28.61,-80.6,0.99843,0.13364,-1.1198e-8,-0.0561,3.3841e-5,7.4925,1.862,25.026,0.063412,56.181,42.085,7.0477,0.43169,1.745e7,168.62,30.336,1.172,1.172,0.76717,0.26057,0.14423,0.029046,0.20546,1.9908e-4,0,0,0,0,-9.553e-4,0.0019117,2,3.1416,84.715,0.0074835,NaN,286.23,14.193,1112.9,0.05,0.01449
3.8912,994.05,483.53,3.1053,485.03,3.135,58.585,0.0053582,58.585,0.0052403,38.15,0.43044,28.61,-80.6,0.99843,0.24591,-8.98e-9,-0.037321,2.3676e-5,7.4857,1.8552,25.015,0.063391,56.033,42.083,6.9751,0.43628,17624109,168.38,30.976,1.1725,1.1728,0.76685,0.26094,0.14474,0.053861,0.37624,2.255e-5,0,0,0,0,-4.1402e-4,0.0019319,2,3.1416,84.579,0.0087558,NaN,286.18,14.181,1112.8,0.05,0.014618
3.9412,1018.3,488.51,3.0815,490.05,3.1126,60.51,0.0056506,60.51,0.0053504,38.853,0.4392,28.61,-80.6,0.99843,0.27398,-9.5077e-9,-0.011058,9.9415e-6,7.4788,1.8484,25.003,0.06337,55.998,42.081,6.9584,0.44084,17796504,168.13,31.616,1.1731,1.1734,0.76654,0.26131,0.14526,0.060129,0.41801,4.0534e-4,0,0,0,0,-3.5605e-5,0.001952,2,3.1416,84.509,0.0096839,NaN,286.13,14.168,1112.8,0.05,0.014745
3.9912,1042.9,493.46,3.0594,495.04,3.0896,62.471,0.0059581,62.471,0.0054645,39.556,0.43111,28.61,-80.6,0.99842,0.23891,-9.4859e-9,0.015124,1.9184e-5,7.472,1.8415,24.992,0.063348,56.045,42.079,6.9832,0.44536,17966872,167.89,32.254,1.1737,1.1739,0.76623,0.26168,0.14579,0.052315,0.36521,4.6676e-4,0,0,0,0,6.5269e-5,0.0019718,2,3.1416,84.516,0.010007,NaN,286.08,14.155,1112.7,0.05,0.014873
4.0412,1067.7,498.37,3.0383,499.99,3.0663,64.466,0.0062811,64.466,0.0055825,40.238,0.41364,28.61,-80.6,0.99842,0.18078,-7.6675e-9,0.0368,1.7146e-5,7.4652,1.8347,24.981,0.063327,56.123,42.077,7.0234,0.44982,18134327,167.64,32.887,1.1743,1.1744,0.76592,0.26205,0.1463,0.039437,0.27639,3.4727e-4,0,0,0,0,3.7884e-4,0.0019916,2,3.1416,84.591,0.0099239,NaN,286.03,14.142,1112.6,0.05,0.015003
4.0912,1092.7,503.25,3.019,504.91,3.0422,66.494,0.006619,66.494,0.0057034,40.874,0.37451,28.61,-80.6,0.99842,0.026792,-8.9272e-9,0.048256,1.1292e-4,7.4583,1.8278,24.969,0.063306,56.331,42.074,7.1283,0.45429,18301605,167.4,33.525,1.1749,1.1749,0.7656,0.26243,0.14683,0.0057846,0.040828,-1.1964e-4,0,0,0,0,6.3882e-4,0.0020112,2,3.1416,84.717,0.0093399,NaN,285.99,14.129,1112.5,0.05,0.015132
4.1412,1118,508.1,2.9994,509.79,3.0186,68.552,0.0069701,68.552,0.0058256,41.448,0.33964,28.61,-80.6,0.99842,0.096977,-8.8392e-9,-0.043931,1.3451e-5,7.4515,1.821,24.958,0.063285,56.238,42.072,7.0827,0.4587,18466256,167.16,34.165,1.1754,1.1755,0.76529,0.2628,0.14735,0.021041,0.14941,-4.9827e-4,0,0,0,0,-5.194e-4,0.0020307,2,3.1416,84.852,0.0087659,NaN,285.93,14.116,1112.4,0.05,0.015262
4.1912,1143.5,512.92,2.9799,514.63,2.9945,70.637,0.0073326,70.637,0.0059477,41.96,0.29594,28.61,-80.6,0.99841,0.27062,-1.028e-8,-0.024095,1.2459e-5,7.4448,1.8143,24.947,0.063264,56.009,42.07,6.9694,0.46314,18631916,166.93,34.822,1.176,1.1763,0.76497,0.26318,0.14789,0.059415,0.41435,1.1854e-4,0,0,0,0,-1.5329e-4,0.00205,2,3.1416,84.954,0.0081928,NaN,285.88,14.103,1112.3,0.05,0.015392
4.2412,1169.3,517.7,2.9581,519.44,2.9712,72.747,0.0077051,72.747,0.0060685,42.418,0.27773,28.61,-80.6,0.99841,0.33784,-1.3427e-8,0.010751,8.934e-7,7.438,1.8075,24.935,0.063243,55.922,42.068,6.9274,0.46754,18795327,166.69,35.475,1.1766,1.177,0.76465,0.26356,0.14842,0.074517,0.51661,-8.8674e-5,0,0,0,0,2.9952e-5,0.0020691,2,3.1416,84.975,0.0080129,NaN,285.83,14.09,1112.2,0.05,0.01552
4.2912,1195.3,522.45,2.9341,524.21,2.9483,74.879,0.0080868,74.879,0.0061878,42.871,0.28964,28.61,-80.6,0.99841,0.29233,-2.0756e-8,0.047067,2.9712e-6,7.4312,1.8007,24.924,0.063222,55.983,42.065,6.9588,0.4719,18956853,166.46,36.12,1.1772,1.1775,0.76433,0.26394,0.14895,0.064291,0.44642,2.9128e-4,0,0,0,0,5.6362e-4,0.0020881,2,3.1416,84.891,0.0082149,NaN,285.78,14.076,1112.1,0.05,0.015651
4.3412,1221.6,527.16,2.9073,528.94,2.9265,77.035,0.0084785,77.035,0.006306,43.371,0.33443,28.61,-80.6,0.99841,0.11966,-1.8235e-8,0.07152,2.6684e-5,7.4245,1.794,24.913,0.063201,56.212,42.063,7.0746,0.4762,19115425,166.22,36.755,1.1778,1.1779,0.76401,0.26432,0.14948,0.026016,0.18309,4.8547e-4,0,0,0,0,0.0012782,0.002107,2,3.1416,84.716,0.0085064,NaN,285.73,14.063,1111.9,0.05,0.015778
4.3912,1248,531.82,2.8797,533.63,2.9047,79.218,0.0088808,79.218,0.0064232,43.947,0.38061,28.61,-80.6,0.9984,0.044939,-1.9759e-8,-0.075397,5.3786e-5,7.4177,1.7872,24.902,0.06318,56.314,42.061,7.1266,0.48049,19273616,165.99,37.403,1.1784,1.1784,0.76369,0.2647,0.15001,0.009722,0.070357,4.7272e-4,0,0,0,0,-0.0013955,0.0021257,2,3.1416,84.501,0.009014,NaN,285.68,14.049,1111.8,0.05,0.015908
4.4412,1274.7,536.44,2.8521,538.29,2.8831,81.431,0.0092954,81.431,0.0065404,44.595,0.42186,28.61,-80.6,0.9984,0.18509,-1.8991e-8,-0.061154,9.1468e-6,7.411,1.7805,24.89,0.063159,56.128,42.059,7.0346,0.48476,1.943e7,165.76,38.055,1.179,1.1791,0.76336,0.26508,0.15055,0.040428,0.28498,2.4286e-4,0,0,0,0,-9.0218e-4,0.0021442,2,3.1416,84.302,0.0094903,NaN,285.62,14.035,1111.7,0.05,0.016036
4.4912,1301.7,541.01,2.8263,542.9,2.861,83.678,0.0097237,83.678,0.006658,45.296,0.44432,28.61,-80.6,0.9984,0.25273,-1.3339e-8,-0.033752,-1.3561e-6,7.4042,1.7737,24.879,0.063138,56.04,42.057,6.9918,0.489,19585282,165.52,38.708,1.1796,1.1798,0.76304,0.26547,0.15109,0.055463,0.38789,-3.9821e-4,0,0,0,0,-2.7012e-4,0.0021627,2,3.1416,84.164,0.00975,NaN,285.57,14.021,1111.6,0.05,0.016168
4.5412,1328.8,545.55,2.803,547.48,2.8382,85.961,0.010167,85.961,0.0067764,46.015,0.44551,28.61,-80.6,0.9984,0.24911,-9.8888e-9,-0.0021376,-9.6568e-6,7.3975,1.767,24.868,0.063117,56.046,42.054,6.996,0.49319,19738141,165.3,39.355,1.1802,1.1804,0.76272,0.26585,0.15162,0.054662,0.38245,-4.6632e-6,0,0,0,0,-1.0653e-6,0.0021809,2,3.1416,84.113,0.0096908,NaN,285.52,14.007,1111.5,0.05,0.016296
4.5912,1356.2,550.04,2.7821,552.03,2.8144,88.279,0.010624,88.279,0.0068952,46.719,0.42514,28.61,-80.6,0.99839,0.17603,0,0.025098,-1.7134e-5,7.3908,1.7603,24.857,0.063097,56.144,42.052,7.0459,0.49734,19888843,165.07,39.995,1.1808,1.1809,0.7624,0.26623,0.15216,0.03844,0.27031,7.4246e-5,0,0,0,0,1.4445e-4,0.0021991,2,3.1416,84.148,0.0094067,NaN,285.46,13.993,1111.4,0.05,0.016423
4.6412,1383.8,554.51,2.7624,556.53,2.7904,90.632,0.011095,90.632,0.0070138,47.379,0.39434,28.61,-80.6,0.99839,0.076879,0,0.04132,-6.1462e-5,7.3841,1.7536,24.845,0.063076,56.278,42.05,7.1139,0.50143,20036770,164.85,40.631,1.1814,1.1814,0.76208,0.26661,0.15269,0.016678,0.11787,-2.6834e-5,0,0,0,0,3.8523e-4,0.0022171,2,3.1416,84.246,0.0090538,NaN,285.41,13.978,1111.3,0.05,0.016551
4.6912,1411.7,558.95,2.7433,561,2.7663,93.016,0.011577,93.016,0.0071313,47.984,0.35585,28.61,-80.6,0.99839,0.046457,0,-0.043303,-1.0837e-4,7.3774,1.7469,24.834,0.063055,56.32,42.048,7.1362,0.50549,20183138,164.62,41.269,1.182,1.182,0.76176,0.26699,0.15322,0.010059,0.07192,-4.738e-4,0,0,0,0,-4.1641e-4,0.0022349,2,3.1416,84.371,0.0088054,NaN,285.35,13.964,1111.2,0.05,0.016679
4.7412,1439.7,563.35,2.7237,565.44,2.7423,95.429,0.01207,95.429,0.0072469,48.526,0.31816,28.61,-80.6,0.99839,0.1665,0,-0.028877,-3.0602e-5,7.3707,1.7402,24.823,0.063034,56.161,42.045,7.0576,0.50954,20328559,164.4,41.913,1.1826,1.1827,0.76144,0.26738,0.15375,0.036349,0.25702,-1.083e-4,0,0,0,0,-1.8228e-4,0.0022526,2,3.1416,84.478,0.0085232,NaN,285.3,13.949,1111.1,0.05,0.016807
4.7912,1468,567.72,2.7024,569.84,2.7188,97.868,0.012573,97.868,0.0073605,49.019,0.29796,28.61,-80.6,0.99838,0.22588,0,-0.0018028,-1.6575e-5,7.364,1.7335,24.812,0.063014,56.084,42.043,7.0202,0.51355,20472486,164.17,42.556,1.1832,1.1833,0.76112,0.26776,0.15429,0.049518,0.34788,3.0898e-4,0,0,0,0,-6.9957e-7,0.0022701,2,3.1416,84.523,0.0088283,NaN,285.24,13.935,1111,0.05,0.01699
4.8412,1496.5,572.06,2.6779,574.2,2.6966,100.33,0.013085,100.33,0.0074724,49.51,0.3173,28.61,-80.6,0.99838,0.14414,-5.4981e-9,0.024641,-2.8307e-5,7.3573,1.7269,24.801,0.062993,56.193,42.041,7.0762,0.51749,20612600,163.95,43.182,1.1838,1.1838,0.7608,0.26814,0.15481,0.031428,0.22238,-4.05e-5,0,0,0,0,1.2874e-4,0.0022875,2,3.1416,84.488,0.0097498,NaN,285.19,13.92,1110.9,0.05,0.017157
4.8912,1525.2,576.35,2.6524,578.52,2.6747,102.82,0.013609,102.82,0.0075835,50.043,0.34512,28.61,-80.6,0.99838,0.043928,-5.8182e-9,0.037464,-8.6748e-5,7.3507,1.7202,24.79,0.062972,56.329,42.039,7.1452,0.52142,20752268,163.73,43.812,1.1843,1.1844,0.76048,0.26852,0.15534,0.0095145,0.067983,1.5541e-4,0,0,0,0,2.9317e-4,0.0023047,2,3.1416,84.396,0.011153,NaN,285.13,13.905,1110.8,0.05,0.017286
4.9412,1554.1,580.61,2.627,582.81,2.653,105.34,0.014148,105.34,0.0076956,50.62,0.37015,28.61,-80.6,0.99838,0.038743,-5.5885e-9,-0.037522,-1.1508e-4,7.344,1.7135,24.779,0.062952,56.338,42.037,7.1506,0.52534,20891389,163.51,44.449,1.1849,1.1849,0.76016,0.2689,0.15588,0.0083896,0.060583,3.2778e-4,0,0,0,0,-2.8977e-4,0.0023218,2,3.1416,84.286,0.012592,NaN,285.07,13.89,1110.6,0.05,0.017452
4.9912,1583.3,584.82,2.6023,587.06,2.631,107.88,0.014706,107.88,0.0078102,51.231,0.38744,28.61,-80.6,0.99837,0.092014,0,-0.027752,-4.5405e-5,7.3374,1.7069,24.768,0.062931,56.268,42.034,7.1166,0.52925,21029267,163.3,45.087,1.1855,1.1856,0.75984,0.26929,0.15641,0.02,0.14218,-4.6247e-4,0,0,0,0,-1.5621e-4,0.0023388,2,3.1416,84.191,0.013603,NaN,285.01,13.875,1110.5,0.05,0.017657
5.0412,1612.6,589,2.5787,591.27,2.6085,110.46,0.015285,110.46,0.0079284,51.861,0.39279,28.61,-80.6,0.99837,0.10625,-5.6101e-9,-0.012968,-2.6696e-5,7.3308,1.7003,24.756,0.062911,56.25,42.032,7.109,0.53312,21165532,163.08,45.722,1.1861,1.1862,0.75952,0.26967,0.15695,0.02312,0.16413,4.8136e-4,0,0,0,0,-3.3619e-5,0.0023556,2,3.1416,84.132,0.014316,NaN,284.96,13.86,1110.4,0.05,0.017821
5.0912,1642.2,593.13,2.5563,595.45,2.5857,113.07,0.015887,113.07,0.0080504,52.492,0.38913,28.61,-80.6,0.99837,0.096075,0,0.0021147,-3.8518e-5,7.3242,1.6937,24.745,0.06289,56.265,42.03,7.1178,0.53695,2.13e7,162.86,46.352,1.1867,1.1868,0.7592,0.27005,0.15748,0.020894,0.149,2.1568e-4,0,0,0,0,8.816e-7,0.0023723,2,3.1416,84.117,0.013748,NaN,284.9,13.845,1110.3,0.05,0.017987
5.1412,1671.9,597.23,2.5341,599.59,2.5632,115.71,0.016509,115.71,0.0081751,53.116,0.38497,28.61,-80.6,0.99836,0.093963,0,0.016217,-5.4508e-5,7.3175,1.687,24.734,0.06287,56.27,42.028,7.1211,0.5407,21431049,162.65,46.975,1.1873,1.1874,0.75888,0.27043,0.15801,0.020434,0.14564,7.0923e-5,0,0,0,0,5.1137e-5,0.0023888,2,3.1416,84.143,0.012261,NaN,284.84,13.83,1110.2,0.05,0.018115
5.1912,1701.9,601.3,2.5141,603.7,2.5394,118.38,0.017149,118.38,0.0083,53.717,0.3577,28.61,-80.6,0.99836,0.013446,0,0.025106,-3.4345e-4,7.3109,1.6804,24.723,0.062849,56.38,42.025,7.1773,0.54445,21562667,162.43,47.601,1.1879,1.1879,0.75856,0.27081,0.15854,0.0029084,0.02099,4.7905e-4,0,0,0,0,1.209e-4,0.0024052,2,3.1416,84.205,0.010646,NaN,284.78,13.815,1110.1,0.05,0.018246
