# First Pass Simulation (Up to date)
# 1833 data points written for 54 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (lb),Propellant mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (K),Air pressure (psi),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
86.841,1737.7,-462.12,0.094843,462.12,0.1057,5192.1,11.079,5192.1,0.12225,1.2006,0.046659,28.61,-80.584,0.99836,0.15655,7.7983e-8,0.014571,-6.4179e-6,5.6305,0,21.897,0.05764,56.146,41.286,7.4303,0.41642,16476245,0,27.395,1.1701,1.1702,0.76818,0.25938,0.14254,0.034064,0.25266,-2.1369e-4,0,0,0,0,6.964e-5,0.0018391,2,3.1416,-89.127,0.28527,NaN,284.71,13.797,1109.9,0.05,0.27489
86.891,1714.6,-461.97,0.094939,461.97,0.10091,5192.2,11.08,5192.2,0.12227,1.1351,0.034193,28.61,-80.584,0.99836,0.089839,7.9104e-8,0.027576,1.7078e-6,5.6305,0,21.897,0.05764,56.235,41.286,7.4749,0.41625,1.648e7,0,27.394,1.1701,1.1701,0.76819,0.25936,0.14252,0.019461,0.145,-1.4607e-4,0,0,0,0,2.4957e-4,0.0018385,2,3.1416,-89.065,0.26527,NaN,284.75,13.809,1110,0.05,0.27514
86.941,1691.6,-461.82,0.095119,461.82,0.097328,5192.2,11.082,5192.2,0.12229,1.0911,0.020616,28.61,-80.584,0.99836,0.014494,8.025e-8,0.033029,4.6611e-5,5.6305,0,21.897,0.05764,56.337,41.286,7.5257,0.41608,16483129,0,27.393,1.1701,1.1701,0.7682,0.25935,0.14251,0.0031236,0.023169,-1.1607e-4,0,0,0,0,3.5827e-4,0.0018378,2,3.1416,-88.977,0.24142,NaN,284.8,13.82,1110.1,0.05,0.27538
86.991,1668.5,-461.66,0.095537,461.66,0.095546,5192.3,11.084,5192.3,0.12231,1.0749,0.0012792,28.61,-80.584,0.99836,0.10223,8.0754e-8,-0.028608,5.7615e-6,5.6305,0,21.897,0.05764,56.219,41.286,7.4665,0.41591,16486374,0,27.393,1.17,1.1701,0.76821,0.25934,0.14249,0.022164,0.1654,2.552e-4,0,0,0,0,-2.6896e-4,0.0018372,2,3.1416,-88.885,0.22141,NaN,284.84,13.832,1110.2,0.05,0.27558
87.041,1645.4,-461.51,0.095924,461.51,0.097426,5192.3,11.085,5192.4,0.12232,1.091,0.017043,28.61,-80.584,0.99837,0.18484,7.918e-8,-0.013154,-2.6766e-6,5.6305,0,21.897,0.05764,56.108,41.286,7.4114,0.41573,1.649e7,0,27.394,1.17,1.1701,0.76822,0.25932,0.14247,0.040298,0.29905,-8.015e-5,0,0,0,0,-5.6904e-5,0.0018366,2,3.1416,-88.824,0.21062,NaN,284.89,13.843,1110.3,0.05,0.27577
87.091,1622.3,-461.35,0.095901,461.35,0.097103,5192.4,11.087,5192.4,0.12234,1.1191,0.015232,28.61,-80.584,0.99837,0.17693,7.9253e-8,0.0064048,-4.5151e-6,5.6305,0,21.897,0.05764,56.119,41.286,7.4166,0.41556,16493534,0,27.394,1.17,1.1701,0.76823,0.25931,0.14245,0.038553,0.28547,7.8752e-5,0,0,0,0,1.3499e-5,0.001836,2,3.1416,-88.814,0.2093,NaN,284.94,13.855,1110.4,0.05,0.27597
87.141,1599.2,-461.2,0.095622,461.2,0.095712,5192.5,11.089,5192.5,0.12236,1.1355,0.0041522,28.61,-80.584,0.99837,0.11902,7.6383e-8,0.022126,-3.6667e-6,5.6305,0,21.897,0.05764,56.196,41.286,7.4552,0.41539,16497595,0,27.393,1.17,1.17,0.76825,0.2593,0.14243,0.025832,0.19203,2.0379e-4,0,0,0,0,1.6121e-4,0.0018354,2,3.1416,-88.857,0.21671,NaN,284.98,13.867,1110.5,0.05,0.27617
87.191,1576.2,-461.05,0.095451,461.05,0.09546,5192.5,11.091,5192.5,0.12238,1.1372,0.0013082,28.61,-80.584,0.99837,0.084854,7.4816e-8,0.032565,-6.6066e-7,5.6305,0,21.897,0.05764,56.242,41.286,7.4781,0.41521,16501347,0,27.392,1.17,1.17,0.76826,0.25928,0.14241,0.018374,0.13707,1.2953e-4,0,0,0,0,3.4944e-4,0.0018348,2,3.1416,-88.936,0.23047,NaN,285.03,13.879,1110.6,0.05,0.27637
87.241,1553.1,-460.89,0.095057,460.89,0.097961,5192.6,11.092,5192.6,0.12239,1.119,0.023678,28.61,-80.584,0.99838,0.035304,7.446e-8,-0.035748,-2.9613e-5,5.6305,0,21.897,0.05764,56.309,41.286,7.5115,0.41504,16505422,0,27.393,1.1699,1.1699,0.76827,0.25927,0.14239,0.0076188,0.057996,1.8688e-4,0,0,0,0,-4.2138e-4,0.0018342,2,3.1416,-89.037,0.25165,NaN,285.07,13.891,1110.6,0.05,0.27657
87.291,1530.1,-460.74,0.094896,460.74,0.10248,5192.6,11.094,5192.6,0.12241,1.0672,0.038689,28.61,-80.584,0.99838,0.11776,7.328e-8,-0.027185,-7.7707e-6,5.6305,0,21.897,0.05764,56.198,41.286,7.456,0.41487,16509354,0,27.394,1.1699,1.17,0.76828,0.25926,0.14238,0.025557,0.19068,-3.9844e-4,0,0,0,0,-2.4384e-4,0.0018336,2,3.1416,-89.129,0.27546,NaN,285.12,13.903,1110.7,0.05,0.27676
87.341,1507.1,-460.59,0.09488,460.59,0.10421,5192.7,11.096,5192.7,0.12243,1.0002,0.043088,28.61,-80.584,0.99838,0.14465,7.417e-8,-0.013066,3.4155e-6,5.6305,0,21.897,0.05764,56.162,41.286,7.438,0.41469,16513170,0,27.395,1.1699,1.17,0.76829,0.25924,0.14236,0.03145,0.23355,-3.7015e-4,0,0,0,0,-5.6367e-5,0.001833,2,3.1416,-89.187,0.2948,NaN,285.16,13.915,1110.8,0.05,0.27696
87.391,1484,-460.43,0.094885,460.44,0.10509,5192.7,11.097,5192.7,0.12245,0.92883,0.045171,28.61,-80.584,0.99838,0.15618,7.3662e-8,0.002777,1.9544e-5,5.6305,0,21.897,0.05764,56.146,41.286,7.4303,0.41452,16517108,0,27.395,1.1699,1.17,0.7683,0.25923,0.14234,0.033983,0.25259,1.544e-4,0,0,0,0,2.548e-6,0.0018324,2,3.1416,-89.202,0.30318,NaN,285.21,13.927,1110.9,0.05,0.27717
87.441,1461,-460.28,0.094881,460.28,0.10641,5192.8,11.099,5192.8,0.12246,0.85357,0.048164,28.61,-80.584,0.99838,0.16775,7.5414e-8,0.019749,1.9231e-5,5.6305,0,21.897,0.05764,56.131,41.286,7.4226,0.41436,16521260,0,27.397,1.1699,1.17,0.76831,0.25922,0.14232,0.036528,0.27125,-2.8729e-4,0,0,0,0,1.2895e-4,0.0018317,2,3.1416,-89.17,0.29408,NaN,285.26,13.938,1111,0.05,0.27738
87.491,1438,-460.13,0.095102,460.13,0.098287,5192.8,11.101,5192.8,0.12248,0.79195,0.024816,28.61,-80.584,0.99839,0.046224,7.6505e-8,0.031895,6.184e-5,5.6305,0,21.897,0.05764,56.294,41.286,7.504,0.41418,16524960,0,27.394,1.1698,1.1698,0.76832,0.2592,0.1423,0.0099828,0.074375,1.8096e-4,0,0,0,0,3.3657e-4,0.0018311,2,3.1416,-89.093,0.26926,NaN,285.3,13.95,1111.1,0.05,0.27759
87.541,1415,-459.98,0.095372,459.98,0.095829,5192.8,11.102,5192.9,0.1225,0.76619,0.009357,28.61,-80.584,0.99839,0.039172,7.6489e-8,-0.031672,7.6662e-5,5.6305,0,21.897,0.05764,56.303,41.286,7.5087,0.41401,16528884,0,27.395,1.1698,1.1698,0.76833,0.25919,0.14228,0.0084556,0.064278,-4.142e-4,0,0,0,0,-3.321e-4,0.0018305,2,3.1416,-89,0.24033,NaN,285.35,13.962,1111.2,0.05,0.2778
87.591,1392,-459.82,0.095693,459.82,0.095793,5192.9,11.104,5192.9,0.12252,0.76237,0.0043855,28.61,-80.584,0.99839,0.11434,7.5993e-8,-0.023557,3.0622e-5,5.6305,0,21.897,0.05764,56.202,41.286,7.4581,0.41384,16532767,0,27.396,1.1698,1.1698,0.76835,0.25918,0.14226,0.024808,0.18494,-2.3318e-4,0,0,0,0,-1.8383e-4,0.0018299,2,3.1416,-88.919,0.21648,NaN,285.39,13.974,1111.3,0.05,0.27801
87.641,1369,-459.67,0.096311,459.67,0.10081,5192.9,11.106,5192.9,0.12253,0.78909,0.029764,28.61,-80.584,0.99839,0.24156,7.8454e-8,-0.0051886,2.4481e-5,5.6305,0,21.897,0.05764,56.033,41.286,7.3737,0.41365,16536193,0,27.399,1.1698,1.17,0.76836,0.25916,0.14224,0.052863,0.38967,-1.3773e-4,0,0,0,0,-8.925e-6,0.0018293,2,3.1416,-88.875,0.20287,NaN,285.44,13.986,1111.4,0.05,0.27822
87.691,1346.1,-459.51,0.096472,459.51,0.10364,5193,11.107,5193,0.12255,0.84637,0.037886,28.61,-80.584,0.9984,0.27831,7.9572e-8,0.022786,1.1421e-5,5.6305,0,21.897,0.05764,55.985,41.286,7.3495,0.41347,1.654e7,0,27.399,1.1697,1.17,0.76837,0.25915,0.14222,0.061055,0.44849,-1.5917e-4,0,0,0,0,1.7225e-4,0.0018287,2,3.1416,-88.899,0.20546,NaN,285.48,13.998,1111.5,0.05,0.27844
87.741,1323.1,-459.36,0.095797,459.36,0.096908,5193,11.109,5193,0.12257,0.89181,0.014629,28.61,-80.584,0.9984,0.15665,7.8062e-8,0.046453,2.4998e-5,5.6305,0,21.897,0.05764,56.145,41.286,7.4298,0.4133,16543554,0,27.395,1.1697,1.1698,0.76838,0.25914,0.14221,0.034086,0.2525,-4.4811e-4,0,0,0,0,7.1635e-4,0.0018281,2,3.1416,-89.001,0.22731,NaN,285.53,14.01,1111.5,0.05,0.27865
87.791,1300.1,-459.2,0.095282,459.21,0.095672,5193.1,11.111,5193.1,0.12258,0.89587,0.0086285,28.61,-80.584,0.9984,0.028526,7.6448e-8,0.055834,1.1975e-4,5.6305,0,21.897,0.05764,56.317,41.286,7.5158,0.41313,16547258,0,27.393,1.1697,1.1697,0.76839,0.25912,0.14219,0.006153,0.044819,1.7211e-5,0,0,0,0,0.0010356,0.0018275,2,3.1416,-89.151,0.26903,NaN,285.57,14.022,1111.6,0.05,0.27886
87.841,1277.2,-459.05,0.094939,459.05,0.10572,5193.1,11.112,5193.1,0.1226,0.85292,0.046519,28.61,-80.584,0.9984,0.17227,7.63e-8,-0.048636,2.0268e-5,5.6305,0,21.897,0.05764,56.124,41.286,7.4194,0.41296,16551259,0,27.396,1.1697,1.1698,0.7684,0.25911,0.14217,0.037524,0.27882,-6.3593e-5,0,0,0,0,-7.8631e-4,0.0018268,2,3.1416,-89.305,0.3341,NaN,285.62,14.034,1111.7,0.05,0.27907
87.891,1254.2,-458.9,0.094978,458.9,0.11972,5193.1,11.114,5193.1,0.12262,0.7544,0.072882,28.61,-80.584,0.9984,0.30873,7.8268e-8,-0.02273,1.778e-5,5.6305,0,21.897,0.05764,55.945,41.286,7.3296,0.4128,16555193,0,27.402,1.1697,1.17,0.76841,0.2591,0.14215,0.067865,0.49807,-3.7093e-4,0,0,0,0,-1.7185e-4,0.0018262,2,3.1416,-89.411,0.40002,NaN,285.67,14.046,1111.8,0.05,0.27927
87.941,1231.3,-458.75,0.09501,458.75,0.12309,5193.2,11.115,5193.2,0.12264,0.63018,0.078265,28.61,-80.584,0.99841,0.33582,7.6492e-8,0.011654,1.7107e-5,5.6305,0,21.897,0.05764,55.909,41.286,7.3119,0.41263,16559019,0,27.404,1.1696,1.17,0.76842,0.25909,0.14213,0.073954,0.54113,-1.1384e-4,0,0,0,0,4.5208e-5,0.0018256,2,3.1416,-89.427,0.41692,NaN,285.71,14.058,1111.9,0.05,0.27948
87.991,1208.3,-458.59,0.094937,458.59,0.10978,5193.2,11.117,5193.2,0.12265,0.51995,0.055126,28.61,-80.584,0.99841,0.21787,7.884e-8,0.041433,2.4001e-5,5.6305,0,21.897,0.05764,56.064,41.286,7.3891,0.41245,16562609,0,27.398,1.1696,1.1698,0.76844,0.25907,0.14212,0.0476,0.35135,4.5321e-4,0,0,0,0,5.718e-4,0.001825,2,3.1416,-89.348,0.36733,NaN,285.76,14.069,1112,0.05,0.27968
88.041,1185.4,-458.44,0.095004,458.44,0.10139,5193.2,11.119,5193.2,0.12267,0.44819,0.035425,28.61,-80.584,0.99841,0.10866,7.8973e-8,0.058149,2.304e-5,5.6305,0,21.897,0.05764,56.209,41.286,7.4617,0.41228,16566520,0,27.396,1.1696,1.1696,0.76845,0.25906,0.1421,0.023565,0.17489,1.1818e-4,0,0,0,0,0.001127,0.0018244,2,3.1416,-89.203,0.29532,NaN,285.8,14.081,1112.1,0.05,0.27988
88.091,1162.5,-458.29,0.095309,458.29,0.096219,5193.2,11.12,5193.3,0.12269,0.40887,0.013203,28.61,-80.584,0.99841,0.017647,7.931e-8,-0.062946,6.3965e-5,5.6305,0,21.897,0.05764,56.332,41.286,7.523,0.41212,1.657e7,0,27.395,1.1696,1.1696,0.76846,0.25905,0.14208,0.0038035,0.030241,-3.7354e-4,0,0,0,0,-0.0013214,0.0018238,2,3.1416,-89.027,0.23535,NaN,285.85,14.093,1112.2,0.05,0.28007
88.141,1139.6,-458.13,0.09638,458.13,0.10147,5193.3,11.122,5193.3,0.1227,0.42184,0.03173,28.61,-80.584,0.99842,0.25235,8.0012e-8,-0.049288,1.9094e-5,5.6305,0,21.897,0.05764,56.018,41.286,7.3664,0.41194,16573835,0,27.4,1.1696,1.1698,0.76847,0.25903,0.14206,0.055262,0.40836,-1.0426e-4,0,0,0,0,-8.1077e-4,0.0018232,2,3.1416,-88.86,0.19539,NaN,285.89,14.105,1112.3,0.05,0.28027
88.191,1116.7,-457.98,0.097098,457.98,0.11017,5193.3,11.123,5193.3,0.12272,0.49338,0.052052,28.61,-80.584,0.99842,0.35806,7.5592e-8,-0.016153,8.8511e-6,5.6305,0,21.897,0.05764,55.88,41.286,7.2974,0.41176,16577389,0,27.404,1.1695,1.17,0.76848,0.25902,0.14204,0.078968,0.57648,2.534e-4,0,0,0,0,-8.7143e-5,0.0018226,2,3.1416,-88.764,0.17632,NaN,285.94,14.117,1112.4,0.05,0.28045
88.241,1093.8,-457.82,0.097016,457.82,0.10942,5193.3,11.125,5193.3,0.12274,0.57827,0.050597,28.61,-80.584,0.99842,0.35046,6.7784e-8,0.021446,-7.005e-7,5.6305,0,21.897,0.05764,55.89,41.286,7.3023,0.41159,16580951,0,27.403,1.1695,1.17,0.76849,0.25901,0.14202,0.077253,0.56415,-3.3085e-4,0,0,0,0,1.5371e-4,0.0018219,2,3.1416,-88.772,0.17694,NaN,285.98,14.129,1112.5,0.05,0.28064
88.291,1070.9,-457.67,0.09609,457.67,0.098928,5193.3,11.127,5193.4,0.12275,0.64058,0.023526,28.61,-80.584,0.99842,0.21105,6.7247e-8,0.051533,2.1069e-6,5.6305,0,21.897,0.05764,56.073,41.286,7.3935,0.41142,16584671,0,27.397,1.1695,1.1697,0.7685,0.25899,0.142,0.046087,0.34025,2.054e-4,0,0,0,0,8.8811e-4,0.0018213,2,3.1416,-88.88,0.19604,NaN,286.03,14.141,1112.5,0.05,0.28083
88.341,1048,-457.51,0.095224,457.51,0.096015,5193.4,11.128,5193.4,0.12277,0.64981,0.012299,28.61,-80.584,0.99842,0.019984,6.6734e-8,0.063632,1.5695e-5,5.6305,0,21.897,0.05764,56.328,41.286,7.5213,0.41125,16588391,0,27.393,1.1695,1.1695,0.76851,0.25898,0.14199,0.0043077,0.031105,1.5817e-4,0,0,0,0,0.001355,0.0018207,2,3.1416,-89.049,0.23472,NaN,286.07,14.153,1112.6,0.05,0.28101
88.391,1025.1,-457.36,0.094819,457.36,0.10793,5193.4,11.13,5193.4,0.12279,0.59834,0.051562,28.61,-80.584,0.99843,0.18911,6.687e-8,-0.05461,3.2404e-6,5.6305,0,21.897,0.05764,56.102,41.286,7.408,0.41109,16592200,0,27.397,1.1695,1.1696,0.76852,0.25897,0.14197,0.041235,0.30612,-3.8883e-4,0,0,0,0,-9.9864e-4,0.0018201,2,3.1416,-89.224,0.29181,NaN,286.12,14.164,1112.7,0.05,0.2812
88.441,1002.3,-457.21,0.094836,457.21,0.12113,5193.4,11.131,5193.4,0.1228,0.49372,0.075364,28.61,-80.584,0.99843,0.31443,7.201e-8,-0.02748,9.1451e-6,5.6305,0,21.897,0.05764,55.937,41.286,7.3256,0.41092,16595860,0,27.402,1.1694,1.1698,0.76853,0.25896,0.14195,0.069141,0.50717,3.7564e-4,0,0,0,0,-2.5304e-4,0.0018195,2,3.1416,-89.344,0.3509,NaN,286.16,14.176,1112.8,0.05,0.28139
88.491,979.43,-457.05,0.094852,457.05,0.12206,5193.5,11.133,5193.5,0.12282,0.36877,0.076826,28.61,-80.584,0.99843,0.32412,7.2301e-8,0.006639,1.4891e-5,5.6305,0,21.897,0.05764,55.924,41.286,7.3193,0.41074,16599381,0,27.402,1.1694,1.1698,0.76855,0.25894,0.14193,0.071317,0.52244,-4.6132e-4,0,0,0,0,1.4779e-5,0.0018189,2,3.1416,-89.374,0.37146,NaN,286.21,14.188,1112.9,0.05,0.28157
88.541,956.58,-456.9,0.094789,456.9,0.11423,5193.5,11.134,5193.5,0.12284,0.25464,0.063746,28.61,-80.584,0.99843,0.25573,7.1952e-8,0.037324,3.2776e-5,5.6305,0,21.897,0.05764,56.014,41.286,7.364,0.41057,16602969,0,27.398,1.1694,1.1696,0.76856,0.25893,0.14191,0.056012,0.41168,9.266e-5,0,0,0,0,4.6743e-4,0.0018183,2,3.1416,-89.31,0.33861,NaN,286.25,14.2,1113,0.05,0.28177
88.591,933.74,-456.75,0.094855,456.75,0.10211,5193.5,11.136,5193.5,0.12285,0.17261,0.037794,28.61,-80.584,0.99843,0.11721,6.8038e-8,0.057155,7.185e-5,5.6305,0,21.897,0.05764,56.197,41.286,7.4557,0.4104,16606563,0,27.394,1.1694,1.1694,0.76857,0.25892,0.1419,0.025433,0.18897,3.6846e-4,0,0,0,0,0.0010968,0.0018177,2,3.1416,-89.171,0.27973,NaN,286.3,14.212,1113.1,0.05,0.28196
88.641,910.9,-456.6,0.095445,456.6,0.095497,5193.5,11.137,5193.5,0.12287,0.14423,0.0031326,28.61,-80.584,0.99844,0.10064,6.8295e-8,-0.058291,1.0097e-4,5.6305,0,21.897,0.05764,56.219,41.286,7.4668,0.41023,1.661e7,0,27.392,1.1694,1.1694,0.76858,0.2589,0.14188,0.021814,0.16419,2.4506e-4,0,0,0,0,-0.0011417,0.0018171,2,3.1416,-89,0.22602,NaN,286.35,14.224,1113.2,0.05,0.28214
88.691,888.08,-456.44,0.096346,456.44,0.10308,5193.5,11.139,5193.5,0.12289,0.17751,0.036643,28.61,-80.584,0.99844,0.2761,6.5659e-8,-0.03794,4.1146e-5,5.6305,0,21.897,0.05764,55.987,41.286,7.3505,0.41005,16613252,0,27.397,1.1693,1.1696,0.76859,0.25889,0.14186,0.060557,0.44554,3.5833e-4,0,0,0,0,-4.8397e-4,0.0018165,2,3.1416,-88.858,0.19065,NaN,286.39,14.235,1113.3,0.05,0.28233
88.741,865.26,-456.29,0.096623,456.29,0.10607,5193.5,11.14,5193.5,0.1229,0.24494,0.043771,28.61,-80.584,0.99844,0.31597,6.676e-8,-0.006021,2.4747e-5,5.6305,0,21.897,0.05764,55.935,41.286,7.3245,0.40988,16616803,0,27.398,1.1693,1.1697,0.7686,0.25888,0.14184,0.069487,0.50875,-2.1861e-4,0,0,0,0,-1.2197e-5,0.0018158,2,3.1416,-88.794,0.17575,NaN,286.44,14.247,1113.4,0.05,0.28253
88.791,842.45,-456.13,0.096148,456.13,0.10041,5193.5,11.142,5193.5,0.12292,0.30534,0.028938,28.61,-80.584,0.99844,0.24249,6.5393e-8,0.023758,4.0429e-5,5.6305,0,21.897,0.05764,56.031,41.286,7.3725,0.40971,1.662e7,0,27.395,1.1693,1.1695,0.76861,0.25887,0.14182,0.053064,0.39069,-1.0044e-4,0,0,0,0,1.9004e-4,0.0018152,2,3.1416,-88.822,0.17595,NaN,286.48,14.259,1113.4,0.05,0.28268
88.841,819.65,-455.98,0.09541,455.98,0.09545,5193.5,11.143,5193.6,0.12294,0.33162,0.0027603,28.61,-80.584,0.99845,0.10638,6.2982e-8,0.042241,9.2275e-5,5.6305,0,21.897,0.05764,56.211,41.286,7.4629,0.40955,16624099,0,27.391,1.1693,1.1693,0.76862,0.25885,0.1418,0.023065,0.17133,4.522e-4,0,0,0,0,6.011e-4,0.0018146,2,3.1416,-88.919,0.18967,NaN,286.53,14.271,1113.5,0.05,0.28286
88.891,796.85,-455.82,0.095057,455.82,0.095585,5193.6,11.145,5193.6,0.12295,0.32404,0.010038,28.61,-80.584,0.99845,0.030974,6.1765e-8,0.048838,2.4549e-4,5.6305,0,21.897,0.05764,56.313,41.286,7.5137,0.40937,16627305,0,27.389,1.1693,1.1693,0.76863,0.25884,0.14179,0.0066816,0.049415,-3.5651e-5,0,0,0,0,8.0408e-4,0.001814,2,3.1416,-89.052,0.21737,NaN,286.57,14.283,1113.6,0.05,0.283
88.941,774.06,-455.67,0.094722,455.67,0.10018,5193.6,11.146,5193.6,0.12297,0.29109,0.032617,28.61,-80.584,0.99845,0.09368,6.1688e-8,-0.045884,7.6458e-5,5.6305,0,21.897,0.05764,56.228,41.286,7.4714,0.4092,16630723,0,27.389,1.1692,1.1693,0.76864,0.25883,0.14177,0.020294,0.15192,4.0802e-5,0,0,0,0,-7.1026e-4,0.0018134,2,3.1416,-89.19,0.26108,NaN,286.62,14.295,1113.7,0.05,0.28312
88.991,751.28,-455.52,0.094636,455.52,0.10383,5193.6,11.148,5193.6,0.12298,0.22873,0.042725,28.61,-80.584,0.99845,0.15362,6.1292e-8,-0.032241,2.3545e-5,5.6305,0,21.897,0.05764,56.148,41.286,7.4313,0.40902,16633967,0,27.389,1.1692,1.1693,0.76866,0.25881,0.14175,0.033416,0.24889,2.4491e-4,0,0,0,0,-3.5092e-4,0.0018128,2,3.1416,-89.304,0.31373,NaN,286.66,14.306,1113.8,0.05,0.28323
89.041,728.51,-455.37,0.094595,455.37,0.11133,5193.6,11.149,5193.6,0.123,0.14869,0.058706,28.61,-80.584,0.99845,0.23698,6.1377e-8,-0.012015,2.1849e-5,5.6305,0,21.897,0.05764,56.038,41.286,7.3761,0.40885,16637514,0,27.391,1.1692,1.1694,0.76867,0.2588,0.14173,0.051837,0.38195,-4.6454e-4,0,0,0,0,-4.8769e-5,0.0018122,2,3.1416,-89.369,0.35484,NaN,286.71,14.318,1113.9,0.05,0.28337
89.091,705.75,-455.21,0.094583,455.21,0.10714,5193.6,11.151,5193.6,0.12302,0.062109,0.050331,28.61,-80.584,0.99846,0.19653,6.1685e-8,0.011642,4.3596e-5,5.6305,0,21.897,0.05764,56.091,41.286,7.4027,0.40868,16640798,0,27.389,1.1692,1.1693,0.76868,0.25879,0.14171,0.042873,0.3175,4.836e-4,0,0,0,0,4.5819e-5,0.0018116,2,3.1416,-89.369,0.36267,NaN,286.75,14.33,1114,0.05,0.28355
89.141,682.99,-455.06,0.094582,455.06,0.10263,5193.6,11.152,5193.6,0.12303,0.034465,0.039848,28.61,-80.584,0.99846,0.14008,6.0017e-8,0.029161,5.9563e-5,5.6305,0,21.897,0.05764,56.166,41.286,7.4402,0.40851,16644254,0,27.387,1.1692,1.1692,0.76869,0.25877,0.14169,0.030442,0.22613,-2.5713e-4,0,0,0,0,2.8766e-4,0.001811,2,3.1416,-89.309,0.33316,NaN,286.8,14.342,1114.1,0.05,0.28368
89.191,660.24,-454.91,0.094694,454.91,0.097303,5193.6,11.154,5193.6,0.12305,0.074717,0.022383,28.61,-80.584,0.99846,0.045039,5.9373e-8,0.039081,2.2012e-4,5.6305,0,21.897,0.05764,56.294,41.286,7.504,0.40834,16647699,0,27.385,1.1691,1.1691,0.7687,0.25876,0.14168,0.0097245,0.072722,4.9486e-4,0,0,0,0,5.1699e-4,0.0018104,2,3.1416,-89.209,0.2892,NaN,286.84,14.354,1114.2,0.05,0.28379
89.241,637.5,-454.76,0.095009,454.76,0.095009,5193.6,11.155,5193.6,0.12307,0.091701,1.0645e-4,28.61,-80.584,0.99846,0.075814,5.889e-8,-0.037456,1.3657e-4,5.6305,0,21.897,0.05764,56.252,41.286,7.4832,0.40817,16651061,0,27.384,1.1691,1.1691,0.76871,0.25875,0.14166,0.016404,0.12294,-1.568e-4,0,0,0,0,-4.7521e-4,0.0018097,2,3.1416,-89.096,0.24691,NaN,286.89,14.365,1114.3,0.05,0.2839
89.291,614.76,-454.6,0.094996,454.6,0.095079,5193.6,11.157,5193.6,0.12308,0.091709,0.0039734,28.61,-80.584,0.99847,0.065669,5.9144e-8,-0.028989,7.9431e-5,5.6305,0,21.897,0.05764,56.266,41.286,7.49,0.40801,16654900,0,27.385,1.1691,1.1691,0.76872,0.25874,0.14164,0.014199,0.10637,3.7839e-4,0,0,0,0,-2.8482e-4,0.0018091,2,3.1416,-89.001,0.21331,NaN,286.93,14.377,1114.3,0.05,0.28402
89.341,592.04,-454.45,0.09531,454.45,0.095942,5193.6,11.158,5193.6,0.1231,0.08868,0.010994,28.61,-80.584,0.99847,0.14554,5.9741e-8,-0.018717,4.6478e-5,5.6305,0,21.897,0.05764,56.159,41.286,7.4365,0.40784,16658206,0,27.385,1.1691,1.1692,0.76873,0.25872,0.14162,0.03164,0.235,3.8641e-4,0,0,0,0,-1.1882e-4,0.0018085,2,3.1416,-88.931,0.18837,NaN,286.98,14.389,1114.4,0.05,0.28414
89.391,569.32,-454.3,0.095504,454.3,0.09759,5193.6,11.16,5193.6,0.12311,0.063967,0.020067,28.61,-80.584,0.99847,0.19227,5.9654e-8,-5.3061e-4,4.0454e-5,5.6305,0,21.897,0.05764,56.096,41.286,7.4054,0.40767,16661439,0,27.386,1.1691,1.1692,0.76874,0.25871,0.14161,0.041931,0.31056,4.2354e-4,0,0,0,0,-9.5554e-8,0.0018079,2,3.1416,-88.902,0.17535,NaN,287.02,14.401,1114.5,0.05,0.28425
89.441,546.61,-454.14,0.095392,454.14,0.097142,5193.6,11.161,5193.6,0.12313,0.038025,0.018358,28.61,-80.584,0.99847,0.18148,6.0509e-8,0.019368,2.9624e-5,5.6305,0,21.897,0.05764,56.111,41.286,7.4126,0.4075,16664665,0,27.384,1.169,1.1692,0.76875,0.2587,0.14159,0.039547,0.29294,2.3004e-4,0,0,0,0,1.274e-4,0.0018073,2,3.1416,-88.93,0.17751,NaN,287.07,14.413,1114.6,0.05,0.2844
